ID,SalePrice,Garage,Overall Qual,Gr Liv Area,Total Bsmt SF,Lot Area,Year Built,Full Bath,Bedroom AbvGr,Neighborhood,House Style
392,158000,yes,6,2119,689,10448,1972,2,3,NWAmes,SLvl
393,136000,no,5,1792,896,9000,1974,2,4,NAmes,2Story
394,148500,yes,5,1002,1002,8750,1970,1,3,NAmes,1Story
395,156000,yes,6,1026,1026,7930,1969,1,3,NAmes,1Story
396,128000,yes,5,1180,1180,7830,1970,1,2,NAmes,1Story
397,143000,yes,5,1050,1043,8510,1971,1,3,NAmes,1Story
398,76500,yes,4,864,864,7038,1970,1,3,NAmes,1Story
399,120500,yes,4,864,864,6960,1970,1,3,NAmes,1Story
400,124500,yes,4,864,864,8120,1970,1,3,NAmes,1Story
401,97000,yes,4,864,864,10500,1971,1,2,NAmes,1Story
402,130000,yes,4,864,864,9000,1971,1,3,NAmes,1Story
403,111000,yes,6,987,483,1680,1973,1,2,BrDale,2Story
404,125000,yes,5,1365,765,2368,1970,1,3,BrDale,2Story
405,112000,yes,5,1302,630,1680,1971,2,3,BrDale,2Story
406,97000,yes,6,987,483,1680,1972,1,2,BrDale,2Story
407,118000,yes,6,987,483,1680,1972,1,2,BrDale,2Story
408,119500,yes,5,1302,630,1680,1972,2,3,BrDale,2Story
409,143750,yes,6,958,958,4928,1976,2,2,NPkVill,1Story
410,146000,yes,6,1548,804,2308,1976,2,3,NPkVill,2Story
411,148500,yes,6,1456,855,2280,1976,2,3,NPkVill,2Story
412,123000,yes,7,1055,1057,2280,1975,2,2,NPkVill,1Story
413,147000,yes,6,1322,855,2308,1974,2,3,NPkVill,2Story
414,137900,yes,6,1456,855,2349,1977,2,3,NPkVill,2Story
415,147000,yes,6,1548,804,2364,1978,2,3,NPkVill,2Story
416,148500,yes,6,1441,855,2289,1978,2,3,NPkVill,2Story
417,138000,yes,6,1456,855,2364,1978,2,3,NPkVill,2Story
418,128500,yes,7,836,836,2104,1976,1,2,NPkVill,1Story
419,100000,yes,5,892,892,7150,1967,1,3,NAmes,1Story
420,148800,yes,5,1120,864,10710,1966,1,3,NAmes,1Story
421,337500,yes,10,1718,1700,12456,2006,2,3,NridgHt,1Story
422,462000,yes,9,2772,1776,14257,2007,3,4,NridgHt,2Story
423,485000,yes,9,3140,1926,13518,2008,3,4,NridgHt,2Story
424,555000,yes,10,2402,3094,15431,2008,2,2,NridgHt,1Story
425,325000,yes,9,1652,1652,13173,2006,2,2,NridgHt,1Story
426,256300,yes,8,1600,1566,14230,2007,2,3,NridgHt,1Story
427,253293,yes,8,2042,2042,12704,2008,2,3,NridgHt,1Story
428,398800,yes,9,2690,1365,12350,2009,2,3,NridgHt,2Story
429,335000,yes,9,2184,1104,11308,2008,2,3,NridgHt,2Story
430,404000,yes,9,2020,2020,12350,2008,2,3,NridgHt,1Story
431,402861,yes,10,2020,2006,12220,2009,2,3,NridgHt,1Story
432,451950,yes,10,2296,1722,13478,2008,2,3,NridgHt,2Story
433,610000,yes,10,2674,2630,13693,2007,2,2,NridgHt,1Story
434,582933,yes,9,2822,1734,13891,2008,3,4,NridgHt,2Story
435,360000,yes,9,1736,1736,11578,2008,2,3,NridgHt,1Story
436,296000,yes,8,1782,1782,16870,2004,2,3,NridgHt,1Story
437,409900,yes,8,2520,1508,23303,2007,2,5,NridgHt,2Story
438,255500,yes,8,1717,1709,11146,2006,2,3,NridgHt,1Story
439,335000,yes,9,1743,1739,10367,2008,2,3,NridgHt,1Story
440,274900,yes,8,1713,1713,9591,2004,2,3,NridgHt,1Story
441,300000,yes,9,1531,1504,10872,2006,2,2,NridgHt,1Story
442,324000,yes,9,1808,1774,13514,2008,2,3,NridgHt,1Story
443,350000,yes,9,2224,1462,8834,2004,2,4,NridgHt,2Story
444,280000,yes,8,1836,1836,11362,2004,2,3,NridgHt,1Story
445,284000,yes,8,1629,3206,10655,2003,2,3,NridgHt,1Story
446,269500,yes,7,1760,1760,12878,2003,2,3,NridgHt,1Story
447,233170,yes,7,1502,1502,9541,2009,2,3,NridgHt,1Story
448,386250,yes,10,2392,2392,13472,2003,2,3,NridgHt,1Story
449,445000,yes,9,2452,2452,15274,2003,2,3,NridgHt,1Story
450,290000,yes,8,2400,1082,13262,2003,3,4,NridgHt,2Story
451,255900,yes,8,1606,1598,9658,2006,2,3,NridgHt,1Story
452,213000,yes,6,1358,1358,6904,2005,2,2,NridgHt,1Story
453,196000,yes,6,1306,1306,5381,2005,2,1,NridgHt,1Story
454,184500,yes,6,1306,1306,5122,2005,2,1,NridgHt,1Story
455,212500,yes,7,1358,1350,10307,2007,2,2,NridgHt,1Story
456,230000,yes,7,1314,1314,5001,2007,2,2,NridgHt,1Story
457,552000,yes,10,2492,2492,14836,2004,2,2,NridgHt,1Story
458,382500,yes,8,2200,2200,15262,2003,2,3,NridgHt,1Story
459,320000,yes,9,1884,1884,7390,2008,2,2,NridgHt,1Story
460,248500,yes,9,1456,1451,6472,2008,2,2,NridgHt,1Story
461,286500,yes,8,1712,1712,16770,2002,2,3,NridgHt,1Story
462,254000,yes,8,1324,1324,6240,2006,2,2,NridgHt,1Story
463,173000,yes,7,1405,1405,3480,2003,2,2,NridgHt,1Story
464,173000,yes,7,1626,764,2268,2003,2,2,NridgHt,2Story
465,184000,yes,7,1456,728,10928,2005,2,3,Gilbert,2Story
466,167800,yes,6,1490,745,8918,2005,2,3,Gilbert,2Story
467,174000,yes,6,1484,742,12589,2005,2,3,Gilbert,2Story
468,174000,yes,6,1560,684,11911,2005,2,3,Gilbert,2Story
469,174000,yes,7,1555,1373,3684,2007,2,2,Blmngtn,1Story
470,175900,yes,7,1569,1386,3635,2007,2,1,Blmngtn,1Story
471,192500,yes,7,1555,1373,3182,2005,2,2,Blmngtn,1Story
472,181000,yes,7,1504,1346,3182,2005,2,1,Blmngtn,1Story
473,180000,yes,7,1220,1220,3182,2005,2,2,Blmngtn,1Story
474,160200,yes,7,1145,1145,3182,2005,2,2,Blmngtn,1Story
475,188500,yes,7,1432,716,7795,2004,2,3,Gilbert,2Story
476,200000,yes,6,2267,1010,8068,2002,2,4,Gilbert,2Story
477,170000,yes,7,1374,384,9434,2004,2,3,Gilbert,SLvl
478,189500,yes,7,1630,868,7984,2004,2,3,Gilbert,2Story
479,184100,yes,8,1419,408,7750,2002,2,3,Gilbert,SLvl
480,195500,yes,7,1594,846,10125,2004,2,3,Gilbert,2Story
481,192000,yes,7,1489,782,8965,2003,2,3,Gilbert,2Story
482,178000,yes,7,1342,698,8174,2003,2,3,Gilbert,2Story
483,207500,yes,7,1314,1314,5063,2007,2,2,NridgHt,1Story
484,236000,yes,7,2256,952,8795,2000,2,4,Gilbert,2Story
485,257500,yes,8,2004,870,12891,2002,2,4,Gilbert,2Story
486,244000,yes,6,2054,992,12224,2000,2,3,Gilbert,2Story
487,167000,yes,7,1374,384,9734,2004,2,3,Gilbert,SLvl
488,179000,yes,6,1800,982,8123,2000,2,3,Gilbert,2Story
489,190000,yes,6,1514,794,8433,2000,2,3,Gilbert,2Story
490,156000,yes,7,1430,384,7750,1999,2,3,Gilbert,SLvl
491,245000,yes,7,2312,1177,15896,1999,2,4,Gilbert,2Story
492,181000,yes,6,1675,841,24682,1999,2,3,Gilbert,2Story
493,214000,yes,7,2060,992,8755,1999,2,3,Gilbert,2Story
494,168000,yes,7,1430,384,7848,1999,2,3,Gilbert,SLvl
495,337000,yes,8,2365,1252,9430,1999,2,3,NoRidge,2Story
496,403000,yes,8,2794,1462,15138,1995,2,4,NoRidge,2Story
497,327000,yes,8,2687,1455,12720,2000,2,4,NoRidge,2Story
498,340000,yes,8,2450,1284,16545,1998,2,3,NoRidge,2Story
499,336000,yes,8,2612,1225,12203,1998,2,4,NoRidge,2Story
500,265000,yes,7,2344,1264,10208,1996,2,3,NoRidge,2Story
501,315000,yes,8,2063,2024,10750,1994,2,3,NoRidge,1Story
502,260000,yes,7,2646,1347,9900,1993,2,4,NoRidge,2Story
503,260000,yes,7,2061,1070,9085,1995,2,3,NoRidge,2Story
504,263550,yes,8,2232,1173,11692,1993,2,3,NoRidge,2Story
505,402000,yes,8,2448,1629,46589,1994,2,4,NoRidge,2Story
506,248000,yes,7,1850,973,29959,1994,2,3,NoRidge,2Story
507,244600,yes,8,1468,1468,9612,2008,2,3,Somerst,1Story
508,275000,yes,8,1696,1696,11194,2008,2,3,Somerst,1Story
509,257500,yes,8,1658,1614,10206,2008,2,3,Somerst,1Story
510,287090,yes,8,1578,1573,9262,2008,2,3,Somerst,1Story
511,275500,yes,8,1702,1702,10130,2007,2,3,Somerst,1Story
512,245000,yes,8,1432,1422,9139,2006,2,3,Somerst,1Story
513,253000,yes,7,1971,1113,9675,2005,2,3,Somerst,2Story
514,468000,yes,9,2490,2458,11128,2005,2,2,Somerst,1Story
515,252678,yes,7,1852,900,8640,2009,2,3,Somerst,2Story
516,210000,yes,8,1590,768,9000,2008,2,3,Somerst,2Story
517,208300,yes,6,1218,1218,7862,2009,2,2,Somerst,1Story
518,225000,yes,7,1436,1436,7993,2008,2,3,Somerst,1Story
519,229456,yes,8,1314,1300,8640,2009,2,3,Somerst,1Story
520,229800,yes,7,1402,1402,8640,2008,2,3,Somerst,1Story
521,250000,yes,9,1530,1530,12606,2007,2,3,Somerst,1Story
522,370878,yes,9,1766,1766,9187,2009,2,2,Somerst,1Story
523,238500,yes,8,1448,1372,7500,2006,2,2,Somerst,1Story
524,310000,yes,10,2007,1017,11003,2008,2,3,Somerst,2Story
525,270000,yes,8,1795,900,10603,2006,2,3,Somerst,2Story
526,252000,yes,8,1953,1082,10574,2005,2,3,Somerst,2Story
527,241000,yes,7,1550,1092,8125,2006,2,2,Somerst,2Story
528,264500,yes,8,1836,1836,8125,2008,2,3,Somerst,1Story
529,291000,yes,7,1662,1652,10625,2006,2,3,Somerst,1Story
530,263000,yes,7,2094,912,9375,2003,2,4,Somerst,2Story
531,185000,yes,7,1221,1221,7500,2004,2,2,Somerst,1Story
532,234500,yes,7,1553,1553,8736,2003,2,3,Somerst,1Story
533,209000,yes,7,1653,812,8127,2003,2,3,Somerst,2Story
534,159000,yes,7,1218,1218,9605,2007,1,3,SawyerW,1Story
535,152000,yes,7,1141,1141,7500,2006,1,3,SawyerW,1Story
536,143500,no,6,1158,1158,7500,2004,1,3,SawyerW,1Story
537,193000,yes,7,1812,835,10628,2004,2,3,SawyerW,2Story
538,203000,yes,8,1512,1512,10141,2004,2,3,SawyerW,1Story
539,184900,yes,7,1200,1176,10083,2003,2,2,SawyerW,1Story
540,159000,yes,7,1114,1114,13072,2004,1,3,SawyerW,1Story
541,142000,no,5,1114,1114,13072,2004,1,3,SawyerW,1Story
542,153000,yes,5,1114,1114,12450,2003,2,3,SawyerW,1Story
543,224243,yes,7,1450,1450,7328,2008,2,2,SawyerW,1Story
544,220000,yes,7,2122,913,11492,1996,2,4,SawyerW,2Story
545,257000,yes,8,1844,1844,10994,2005,2,2,SawyerW,1Story
546,189000,yes,7,1434,1454,8529,2001,2,3,SawyerW,1Story
547,171500,yes,6,1730,816,7703,1992,2,3,SawyerW,2Story
548,120000,yes,6,1217,626,10762,1980,1,3,SawyerW,2Story
549,145000,yes,6,1332,1332,7175,1990,2,2,SawyerW,1Story
550,184000,yes,7,1540,754,9109,1994,2,3,SawyerW,2Story
551,162000,yes,6,1400,676,10274,1986,2,3,SawyerW,2Story
552,160000,yes,6,1882,0,8250,1981,2,4,SawyerW,2Story
553,82000,yes,4,841,721,8400,1950,1,2,SawyerW,1Story
554,76000,yes,6,784,784,9000,1928,1,2,SawyerW,1.5Unf
555,110000,yes,5,980,980,9750,1962,1,3,Sawyer,1Story
556,135000,yes,5,980,980,7064,1977,1,3,Sawyer,1Story
557,141000,yes,5,864,864,8499,1961,1,3,Sawyer,1Story
558,122000,yes,5,864,864,9079,1961,1,2,Sawyer,1Story
559,124100,yes,5,1020,1024,9316,1965,2,3,Sawyer,1Story
560,129000,yes,5,912,912,7791,1963,1,3,Sawyer,1Story
561,131400,yes,5,1144,864,10000,1961,1,3,Sawyer,1Story
562,62383,yes,5,864,864,8281,1965,1,3,Sawyer,1Story
563,123000,yes,5,912,912,7150,1962,1,3,Sawyer,1Story
564,275000,yes,8,2014,2014,15676,1980,2,2,Veenker,1Story
565,235000,yes,7,1755,975,11949,1991,2,3,NoRidge,2Story
566,280750,yes,7,3005,1376,2880,2004,2,3,Somerst,2Story
567,164500,yes,6,1224,612,3951,2009,2,2,Somerst,2Story
568,173733,yes,6,1224,612,3000,2009,2,2,Somerst,2Story
569,222000,yes,6,1726,1726,3830,2008,2,2,Somerst,1Story
570,195000,yes,6,1256,1145,4217,2008,1,1,Somerst,1Story
571,172500,yes,6,1471,729,3230,1999,2,3,Somerst,2Story
572,180000,yes,6,1512,756,2998,2000,2,2,Somerst,2Story
573,156000,yes,7,1452,691,3768,1999,2,3,Somerst,2Story
574,172500,yes,8,1739,970,2645,1999,2,3,Somerst,2Story
575,318750,yes,8,1694,1694,14694,1977,2,2,Veenker,1Story
576,211500,yes,8,1226,1226,3782,1981,1,1,Greens,1Story
577,241600,yes,7,1740,1740,15417,1981,1,2,Veenker,1Story
578,180500,yes,8,2499,392,9600,1976,2,4,Veenker,SLvl
579,150000,yes,4,1620,1281,9991,1976,2,3,Sawyer,1Story
580,154000,yes,6,1556,727,11700,1968,1,4,NWAmes,2Story
581,185000,yes,6,1442,1442,11717,1970,2,2,NWAmes,1Story
582,185750,yes,6,1489,1489,9156,1968,2,3,NWAmes,1Story
583,200000,yes,7,2090,1107,10382,1973,2,3,NWAmes,2Story
584,206000,yes,7,2067,752,12732,1974,2,3,NWAmes,2Story
585,162000,yes,6,1395,723,12936,1972,1,3,NWAmes,2Story
586,256900,yes,6,2640,932,10400,1967,2,5,NWAmes,2Story
587,197900,yes,6,1724,1680,17871,1967,1,3,NWAmes,SLvl
588,163000,yes,5,1336,1288,9600,1969,2,3,NWAmes,1Story
589,113000,yes,6,1216,1216,9000,1969,1,3,NWAmes,1Story
590,230000,yes,7,2288,908,13774,1977,1,4,NWAmes,2Story
591,167900,yes,6,1334,1350,9650,1977,2,2,NWAmes,1Story
592,213250,yes,7,1680,1650,10140,1998,2,3,NWAmes,1Story
593,227000,yes,8,1665,810,8400,2001,2,3,NWAmes,2Story
594,130000,yes,5,864,864,7130,1967,1,2,NAmes,1Story
595,143000,yes,5,1568,1568,9600,1967,1,3,NAmes,1Story
596,117500,yes,5,925,925,9100,1965,1,2,NAmes,1Story
597,168500,yes,7,2061,1165,9600,1974,2,4,NWAmes,2Story
598,172500,yes,6,1320,1232,16500,1971,2,3,NWAmes,SFoyer
599,161500,yes,6,1342,1372,9790,1967,2,3,NWAmes,1Story
600,141500,yes,4,894,894,7436,1960,1,2,NAmes,1Story
601,118000,yes,5,864,864,8125,1959,1,3,NAmes,1Story
602,127500,yes,6,864,864,9100,1959,1,2,NAmes,1Story
603,140000,yes,4,1362,1040,9450,1957,1,3,NAmes,1Story
604,177625,yes,5,1728,1048,13495,1956,2,3,NAmes,1Story
605,110000,yes,5,1776,1584,11475,1958,2,4,NAmes,1Story
606,167000,yes,6,1516,1516,10004,1964,1,3,NAmes,1Story
607,153000,yes,5,1313,1313,9350,1961,1,3,NAmes,1Story
608,145100,yes,5,1292,1292,10500,1964,1,3,NAmes,1Story
609,154000,yes,5,1154,1154,11000,1966,1,3,NAmes,1Story
610,177500,yes,5,2140,744,8970,1965,2,4,NAmes,2Story
611,158000,yes,6,1445,1127,12095,1964,1,3,NAmes,SLvl
612,124500,yes,5,1041,1041,9600,1959,1,3,NAmes,1Story
613,174500,yes,6,1576,1208,11475,1961,1,4,NAmes,SLvl
614,122000,yes,5,960,960,9768,1955,1,2,NAmes,1Story
615,82500,no,4,708,420,5330,1940,1,2,BrkSide,1Story
616,110000,yes,5,1203,709,7015,1950,1,3,BrkSide,1.5Fin
617,149500,yes,6,1505,1505,12160,1953,1,2,NAmes,1Story
618,175000,yes,6,1691,1680,9900,1967,1,2,NAmes,1Story
619,167000,yes,6,1644,1416,9600,1953,1,3,NAmes,1Story
620,128900,yes,5,1050,1050,9600,1956,1,2,NAmes,1Story
621,140000,yes,6,1668,856,9600,1950,1,3,NAmes,1.5Fin
622,147000,yes,5,1113,1113,9600,1950,1,3,NAmes,1Story
623,124000,yes,5,1584,1584,8944,1967,2,4,NAmes,1Story
624,187500,yes,6,1453,1453,10573,1961,2,3,NAmes,1Story
625,159000,yes,6,1394,1394,9500,1963,1,3,NAmes,1Story
626,256000,yes,6,1567,1562,14695,1966,2,2,NAmes,1Story
627,205000,yes,7,1986,768,13600,1965,2,3,NAmes,2Story
628,193500,yes,6,2142,896,13000,1968,2,4,NAmes,2Story
629,110000,yes,6,1392,1392,13560,1968,1,2,NAmes,1Story
630,104900,yes,4,1738,715,12513,1920,2,4,NAmes,1.5Fin
631,150000,yes,5,1144,1169,8760,1956,1,3,NAmes,1Story
632,156500,yes,6,1478,1478,8400,1957,1,3,NAmes,1Story
633,176000,yes,7,1329,1329,12285,1960,1,3,NAmes,1Story
634,149500,yes,6,988,988,9240,1959,2,3,NAmes,1Story
635,139000,yes,6,1632,1240,9600,1958,2,3,NAmes,1Story
636,155000,yes,6,1215,1215,12400,1958,1,3,NAmes,1Story
637,120000,yes,5,1202,1202,8750,1956,1,3,NAmes,1Story
638,153000,yes,5,1382,1382,8750,1955,1,3,NAmes,1Story
639,144000,yes,4,1200,1200,10400,1956,1,3,NAmes,1Story
640,176000,yes,6,1382,1362,19296,1962,1,3,NAmes,SLvl
641,153000,yes,5,1297,1297,8532,1954,1,3,NAmes,1Story
642,135000,yes,5,1866,1866,9482,1958,2,4,NAmes,1Story
643,131000,yes,6,1062,1062,8128,1954,1,3,NAmes,1Story
644,123000,yes,5,1319,608,10634,1953,1,3,NAmes,1Story
645,126000,yes,5,1112,631,13070,1951,1,2,NAmes,1Story
646,115000,yes,4,1005,1005,10434,1955,1,2,NAmes,1Story
647,164900,yes,5,1363,1008,14559,1951,1,2,NAmes,1Story
648,113000,yes,5,793,793,8480,1945,1,2,NAmes,1Story
649,145500,yes,5,1031,1031,7626,1952,1,2,NAmes,1Story
650,102900,yes,5,1210,0,9533,1953,1,2,NAmes,1Story
651,95000,yes,3,1699,978,10615,1900,2,3,OldTown,2Story
652,152500,yes,7,1527,699,11419,1948,1,3,NAmes,2Story
653,129900,yes,5,1200,1200,9600,1950,1,3,NAmes,1Story
654,132000,yes,6,972,972,8000,1948,1,2,NAmes,1Story
655,99900,yes,3,792,792,5470,1958,1,2,OldTown,1Story
656,135000,yes,5,1656,660,10410,1916,2,3,OldTown,1.5Fin
657,149000,yes,5,1352,676,10800,1939,2,4,OldTown,2Story
658,114000,yes,4,1039,405,8146,1900,1,2,OldTown,2Story
659,109500,yes,5,792,768,9022,1924,1,2,OldTown,1Story
660,125000,yes,5,1078,1054,10230,1925,1,3,OldTown,1Story
661,142900,yes,4,2377,1313,10410,1915,2,3,OldTown,1.5Fin
662,156500,yes,7,1690,560,7200,1910,2,4,OldTown,2Story
663,59000,no,2,599,416,5400,1940,1,2,OldTown,1Story
664,105000,yes,4,1374,840,5400,1920,1,2,OldTown,1.5Fin
665,106000,yes,5,846,720,10800,1920,1,2,OldTown,1Story
666,78500,yes,3,725,630,10800,1890,1,1,OldTown,1Story
667,190000,yes,6,2544,1248,9671,1969,2,6,NAmes,2Story
668,154000,yes,6,1380,1380,10143,1963,1,3,NAmes,1Story
669,163000,yes,6,1040,1040,11500,1967,1,3,NAmes,1Story
670,200000,yes,5,2634,1248,11643,1969,2,6,NAmes,2Story
671,143500,yes,6,951,951,8010,1958,1,2,NAmes,1Story
672,135000,yes,6,1105,1105,10454,1957,1,3,NAmes,1Story
673,153000,yes,5,1306,992,8712,1957,1,2,NAmes,1Story
674,157500,yes,6,1478,1478,17600,1960,2,3,NAmes,1Story
675,113500,yes,6,1142,160,9000,1958,1,2,NAmes,1Story
676,133000,yes,5,1268,832,12144,1949,1,3,NAmes,1Story
677,92900,yes,3,1040,0,8544,1950,2,2,NAmes,1Story
678,128500,yes,6,1133,795,8064,1950,1,3,NAmes,1.5Fin
679,90000,yes,4,1040,0,7200,1949,2,2,NAmes,1Story
680,138000,yes,5,1904,1208,7200,1950,1,3,NAmes,1.5Fin
681,128000,yes,5,1041,1041,7350,1958,1,3,NAmes,1Story
682,139000,yes,5,1339,1029,7560,1958,1,3,NAmes,1Story
683,118900,yes,5,732,732,7200,1952,1,2,NAmes,1Story
684,138000,yes,5,1183,528,8000,1959,1,3,NAmes,SLvl
685,132500,yes,5,1148,1148,7931,1959,1,3,NAmes,1Story
686,133500,yes,4,1461,832,10800,1949,2,4,NAmes,1.5Fin
687,135000,yes,6,1495,864,8064,1948,1,3,NAmes,1.5Fin
688,144750,yes,6,1806,780,7570,1964,1,4,NAmes,2Story
689,145000,yes,5,941,941,8604,1978,1,2,NAmes,SFoyer
690,127000,yes,6,1045,1045,7936,1963,1,3,NAmes,1Story
691,109500,yes,5,894,894,6600,1962,1,2,NAmes,1Story
692,115000,yes,6,1224,818,3950,1926,1,3,OldTown,1.5Fin
693,110000,yes,5,1230,440,10440,1910,1,2,OldTown,2Story
694,128900,yes,6,1378,901,4080,1935,1,3,OldTown,1.5Fin
695,103500,yes,6,1944,972,10307,1910,2,4,OldTown,2Story
696,66500,yes,5,1131,676,5720,1941,1,3,OldTown,1.5Fin
697,130000,yes,5,1306,240,15660,1910,1,3,OldTown,1.5Fin
698,129000,no,5,1464,504,9900,1910,2,3,OldTown,2Story
699,150000,yes,5,1558,690,6406,1939,1,3,OldTown,2Story
700,107500,yes,5,2372,994,6600,1892,2,4,OldTown,2Story
701,94550,no,4,1701,600,7627,1920,2,4,OldTown,2Story
702,124500,yes,5,1960,960,7596,1952,2,4,OldTown,2Story
703,135000,yes,7,1389,651,3378,1946,1,3,OldTown,2Story
704,103000,no,5,1447,801,10134,1910,1,3,OldTown,1.5Fin
705,93000,yes,4,936,936,6000,1953,1,2,OldTown,1Story
706,129500,yes,5,1328,768,6000,1950,1,3,OldTown,1.5Fin
707,93000,yes,5,1387,811,6000,1954,2,3,OldTown,1.5Fin
708,80000,yes,4,861,861,7404,1920,1,2,OldTown,1Story
709,45000,yes,2,612,0,5925,1940,1,1,OldTown,1Story
710,37900,no,3,968,600,5925,1910,1,2,OldTown,1.5Fin
711,91300,yes,5,886,190,5784,1938,1,2,OldTown,1Story
712,99500,yes,5,792,624,8520,1923,1,2,OldTown,1Story
713,113000,no,4,1452,736,4456,1920,2,2,OldTown,2Story
714,87500,yes,4,1510,677,9600,1910,2,3,OldTown,2Story
715,110000,yes,5,1284,720,3500,1947,1,2,OldTown,1.5Fin
716,106000,yes,5,2138,849,8100,1898,2,2,OldTown,2.5Unf
717,265979,yes,7,2640,1240,11700,1880,1,4,OldTown,2Story
718,160000,yes,6,2007,917,8400,1900,2,3,OldTown,2Story
719,119000,yes,6,1288,624,3600,1917,1,3,OldTown,2Story
720,168000,yes,8,1742,916,17671,1882,1,4,OldTown,2Story
721,58500,no,4,816,624,3300,1910,1,2,OldTown,1Story
722,143000,yes,7,1482,650,9000,1920,1,3,OldTown,2Story
723,85000,yes,5,1022,1022,7200,1910,1,2,OldTown,1Story
724,124900,yes,5,1869,1088,8820,1890,1,2,OldTown,1.5Fin
725,119000,yes,6,1480,972,5400,1920,1,3,OldTown,1.5Fin
726,146500,yes,6,1521,741,9720,1910,1,4,OldTown,2Story
727,34900,no,4,720,720,7879,1920,1,2,IDOTRR,1Story
728,44000,no,3,797,245,9392,1900,1,2,IDOTRR,1Story
729,223500,yes,5,1576,1324,21384,1923,1,3,BrkSide,2Story
730,149000,yes,6,1432,1022,6615,1923,1,3,BrkSide,1Story
731,205000,yes,7,1548,952,7264,1925,2,3,BrkSide,1.5Fin
732,137000,yes,5,1654,297,4960,1930,2,3,BrkSide,1.5Fin
733,121000,yes,6,952,952,8854,1916,1,2,BrkSide,1.5Unf
734,128000,yes,4,1324,672,6000,1936,1,3,BrkSide,1.5Fin
735,134900,yes,6,1176,698,6000,1937,1,2,BrkSide,1.5Fin
736,117000,yes,5,1348,884,6000,1925,1,3,BrkSide,1.5Fin
737,132500,yes,6,1412,780,6000,1939,1,4,BrkSide,1.5Fin
738,93000,yes,5,1142,468,6000,1924,1,3,BrkSide,1.5Fin
739,119000,yes,6,904,884,6000,1926,1,2,BrkSide,1.5Unf
740,100000,yes,5,1301,1145,6911,1924,1,2,BrkSide,1Story
741,141500,yes,5,1539,927,6120,1936,1,3,BrkSide,1.5Fin
742,133000,yes,4,1573,884,6120,1935,1,3,BrkSide,1.5Fin
743,60000,no,2,800,264,6120,1936,1,1,BrkSide,1Story
744,105000,yes,5,875,715,6120,1931,1,2,BrkSide,1Story
745,115000,yes,5,995,960,6120,1925,1,2,BrkSide,1Story
746,150000,yes,5,1582,952,6120,1938,2,3,BrkSide,1.5Fin
747,126500,yes,5,1072,1072,8635,1925,1,2,BrkSide,1Story
748,214500,yes,6,2134,844,11888,1916,2,5,BrkSide,2.5Unf
749,167500,yes,7,2019,728,11414,1910,1,3,BrkSide,2Story
750,155000,yes,6,1768,1048,8094,1915,2,3,OldTown,2Story
751,155000,yes,7,1826,910,2500,1915,1,4,OldTown,2Story
752,179900,yes,7,1944,672,9928,1915,2,3,OldTown,2Story
753,104000,no,6,2229,755,5520,1912,1,5,OldTown,2.5Fin
754,62500,no,5,2128,1040,3000,1922,2,4,OldTown,2Story
755,149000,yes,6,1930,720,6876,1927,2,4,IDOTRR,2Story
756,103000,yes,4,1208,780,6240,1925,1,2,IDOTRR,1.5Fin
757,123000,yes,6,1427,483,5775,1915,1,3,OldTown,2Story
758,97500,no,7,1864,1020,5852,1902,2,6,OldTown,2.5Unf
759,135000,yes,6,1666,1204,5160,1927,1,3,IDOTRR,1.5Fin
760,70000,no,4,892,858,5160,1923,1,1,IDOTRR,SFoyer
761,116000,yes,6,1403,698,10320,1915,1,3,IDOTRR,2Story
762,88750,yes,4,704,560,4280,1946,1,2,Sawyer,1Story
763,179000,no,5,1200,1200,10800,1987,3,3,Edwards,1Story
764,179000,no,5,1200,1200,10800,1987,3,3,Edwards,1Story
765,159900,yes,5,1152,1152,10547,1978,2,2,Edwards,SFoyer
766,61000,no,1,904,683,10020,1922,0,1,Edwards,1Story
767,103600,yes,6,1369,672,6629,1925,2,3,Edwards,2Story
768,63000,yes,5,1112,585,9780,1934,2,4,Edwards,1.5Fin
769,175000,yes,5,1464,520,12886,1963,2,3,Sawyer,SLvl
770,139000,yes,5,1121,1121,8816,1963,1,3,Sawyer,1Story
771,172500,yes,6,1683,918,11184,1978,2,3,Sawyer,2Story
772,113500,yes,5,1052,1052,11625,1967,1,3,Sawyer,1Story
773,130000,yes,5,899,864,7800,1967,1,3,Sawyer,1Story
774,149900,yes,6,1034,456,8014,1978,1,3,Sawyer,SFoyer
775,134900,yes,5,858,858,7252,1982,1,2,Sawyer,SFoyer
776,137000,yes,5,860,840,8740,1982,1,2,Sawyer,SFoyer
777,139000,yes,5,1092,1092,11616,1962,1,3,Sawyer,1Story
778,165000,yes,5,1774,552,15400,1961,2,4,Sawyer,SLvl
779,148000,yes,6,1138,1138,15312,1960,1,3,Sawyer,SLvl
780,165000,yes,5,2071,825,15584,1956,1,4,ClearCr,SLvl
781,63900,no,2,660,0,9000,1947,1,2,Sawyer,1Story
782,161500,yes,4,1788,1104,11250,1957,1,5,ClearCr,1.5Fin
783,143000,yes,5,1473,1437,25095,1968,1,1,ClearCr,1Story
784,135000,yes,4,1229,1134,17140,1956,1,3,Edwards,1Story
785,82500,yes,4,861,861,12342,1940,1,1,Edwards,1Story
786,190000,yes,5,1867,1617,10708,1955,1,2,ClearCr,1Story
